date,zone,population,temperature,rainfall,is_weekend,is_festival,water_supply
2024-01-18,Industrial_C,4000,24,0,1,0,87000
2024-01-19,Residential_A,5000,25,0,0,0,112500
2024-01-19,Commercial_B,3000,25,0,0,0,72500
2024-01-19,Industrial_C,4000,25,0,0,0,92500
2024-01-20,Residential_A,5000,26,0,0,0,113000
2024-01-20,Commercial_B,3000,26,0,0,0,73000
2024-01-20,Industrial_C,4000,26,0,0,0,93000
2024-01-21,Residential_A,5000,27,10,0,0,111500
2024-01-21,Commercial_B,3000,27,10,0,0,71500
2024-01-21,Industrial_C,4000,27,10,0,0,91500
2024-01-22,Residential_A,5000,28,0,0,0,114000
2024-01-22,Commercial_B,3000,28,0,0,0,74000
2024-01-22,Industrial_C,4000,28,0,0,0,94000
2024-01-23,Residential_A,5000,29,0,0,0,114500
2024-01-23,Commercial_B,3000,29,0,0,0,74500
2024-01-23,Industrial_C,4000,29,0,0,0,94500
2024-01-24,Residential_A,5000,30,0,1,0,120000
2024-01-24,Commercial_B,3000,30,0,1,0,70000
2024-01-24,Industrial_C,4000,30,0,1,0,90000
2024-01-25,Residential_A,5000,31,0,1,0,120500
2024-01-25,Commercial_B,3000,31,0,1,0,70500
2024-01-25,Industrial_C,4000,31,0,1,0,90500
2024-01-26,Residential_A,5000,32,0,0,0,116000
2024-01-26,Commercial_B,3000,32,0,0,0,76000
2024-01-26,Industrial_C,4000,32,0,0,0,96000
2024-01-27,Residential_A,5000,33,0,0,0,116500
2024-01-27,Commercial_B,3000,33,0,0,0,76500
2024-01-27,Industrial_C,4000,33,0,0,0,96500
2024-01-28,Residential_A,5000,34,0,0,0,117000
2024-01-28,Commercial_B,3000,34,0,0,0,77000
2024-01-28,Industrial_C,4000,34,0,0,0,97000
2024-01-29,Residential_A,5000,35,0,0,0,117500
2024-01-29,Commercial_B,3000,35,0,0,0,77500
2024-01-29,Industrial_C,4000,35,0,0,0,97500
2024-01-30,Residential_A,5000,36,0,0,0,118000
2024-01-30,Commercial_B,3000,36,0,0,0,78000
2024-01-30,Industrial_C,4000,36,0,0,0,98000
